	Unnamed: 0	RowNumber	CustomerId	Surname	CreditScore	Geography	Gender	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Exited	Predictions - Churn or Not	Predictions - Probability to Churn	Predictions - Churn or Not Desc
664	664	665	15763254	AP Akeroyd	661	France	Female	41	1	0.0	2	0	1	131300.68	0	0	0.1465516956250351	Retention
665	665	666	15645808	AP Onwumelu	661	France	Male	33	9	0.0	2	1	1	84174.81	0	0	0.049954098672484876	Retention
666	666	667	15725547	AP Wallace	559	France	Female	31	3	127070.73	1	0	1	160941.78	0	0	0.11550853716031753	Retention
667	667	668	15575060	AP Uwaezuoke	503	France	Male	29	3	0.0	2	1	1	143954.99	0	0	0.051908184086468356	Retention
668	668	669	15640861	AP Loyau	695	Spain	Male	46	3	122549.64	1	1	1	56297.85	0	0	0.21984031122563472	Retention
669	669	670	15662433	AP Small	640	France	Female	42	5	176099.13	1	1	1	8404.73	0	0	0.22869962224958873	Retention
670	670	671	15576404	AP Bledsoe	624	Germany	Female	48	3	122388.38	2	0	0	30020.09	0	0	0.49371524123917304	Retention
671	671	672	15675027	AP Kao	667	France	Male	42	9	0.0	2	0	1	58137.42	0	0	0.1412581720004214	Retention
672	672	673	15721060	AP Wickens	642	France	Male	26	0	0.0	1	0	0	47472.68	0	0	0.12900570711919562	Retention
673	673	674	15745657	AP Wertheim	640	Spain	Female	32	6	118879.35	2	1	1	19131.71	0	0	0.10371677863926233	Retention
674	674	675	15642430	AP He	529	Spain	Male	35	5	0.0	2	1	1	187288.5	0	0	0.05378422194138453	Retention
675	675	676	15754641	AP Jarvis	563	France	Female	39	5	0.0	2	1	1	17603.81	0	0	0.10919784569489747	Retention
676	676	677	15607076	AP P'an	593	Spain	Female	38	4	88736.44	2	1	0	67020.03	0	0	0.17731551848714464	Retention
677	677	678	15715178	AP Repina	739	Germany	Male	45	7	102703.62	1	0	1	147802.94	1	0	0.3628913721631759	Retention
678	678	679	15811014	AP Pugliesi	788	Spain	Female	70	1	0.0	2	1	1	41610.62	0	0	0.1328915161097601	Retention
679	679	680	15668922	AP Blakey	684	Spain	Female	38	3	0.0	2	1	0	44255.65	0	0	0.1480449548264012	Retention
680	680	681	15780840	AP Nucci	482	France	Male	55	5	97318.25	1	0	1	78416.14	0	0	0.22376774200721833	Retention
681	681	682	15613916	AP Higinbotham	591	Spain	Male	58	5	128468.69	1	0	1	137254.55	0	0	0.2171822199128126	Retention
682	682	683	15775274	AP Achebe	651	Germany	Female	41	4	133432.59	1	0	1	151303.48	0	0	0.3169200775216282	Retention
683	683	684	15786941	AP Russo	749	Germany	Female	40	8	141782.57	2	0	0	86333.63	0	0	0.278252028340405	Retention
684	684	685	15747903	AP Trevisani	583	France	Male	24	9	135125.28	1	0	0	89801.9	0	0	0.1277829591105384	Retention
685	685	686	15600373	AP Dobie	661	Spain	Male	42	2	178820.91	1	0	0	29358.57	1	0	0.3417795823329977	Retention
686	686	687	15801313	AP Maccallum	715	France	Female	31	2	112212.14	2	1	1	181600.72	0	0	0.09978884210949066	Retention
687	687	688	15579370	AP Watkins	769	Germany	Female	45	5	126674.81	1	1	0	124118.71	1	1	0.5708770918095744	Churn
688	688	689	15802777	AP Mitchel	625	France	Female	51	7	136294.97	1	1	0	38867.46	1	0	0.4933906896009514	Retention
689	689	690	15720685	AP Ferdinand	641	France	Female	36	5	66392.64	1	1	0	31106.67	0	0	0.1978221282325266	Retention
690	690	691	15589529	AP Otitodilinna	716	Germany	Male	27	1	122552.34	2	1	0	67611.36	0	0	0.1960895244320461	Retention
691	691	692	15688287	AP Mamelu	767	France	Male	43	1	76408.85	2	1	0	77837.63	0	0	0.24568967067523964	Retention
692	692	693	15665274	AP Beneventi	745	Germany	Male	36	8	145071.24	1	0	0	6078.46	0	0	0.2694189298452748	Retention
693	693	694	15740936	AP Perrodin	589	France	Male	34	6	0.0	2	1	1	177896.92	0	0	0.055666346580638716	Retention
694	694	695	15681104	AP Chinagorom	796	France	Female	45	2	109730.22	1	1	1	123882.73	0	0	0.25300783539904154	Retention
695	695	696	15748661	AP Napolitano	664	France	Male	57	6	0.0	2	1	1	15304.08	0	0	0.13817914075282065	Retention
696	696	697	15727335	AP Edgar	445	Spain	Male	62	1	64119.38	1	1	1	76569.64	1	0	0.20905815858406457	Retention
697	697	698	15620240	AP Walker	543	Germany	Female	57	1	106138.33	2	1	1	120657.32	1	0	0.32046306180340944	Retention
698	698	699	15669552	AP Steele	746	Spain	Male	36	2	0.0	2	1	1	16436.56	0	0	0.06166546163046169	Retention
699	699	700	15736570	AP Elkins	742	Germany	Male	33	0	181656.51	1	1	1	107667.91	0	0	0.15954666858351116	Retention
700	700	701	15803493	AP Hao	750	France	Female	32	5	0.0	2	1	0	95611.47	0	0	0.12244842735301815	Retention
701	701	702	15659134	AP Toscano	669	France	Male	30	7	95128.86	1	0	0	19799.26	0	0	0.12733382170857227	Retention
702	702	703	15603472	AP Savage	594	Spain	Female	49	2	126615.94	2	0	1	123214.74	0	0	0.21897782727006238	Retention
703	703	704	15566328	AP Okwuadigbo	574	Spain	Male	36	1	0.0	2	0	1	71709.12	0	0	0.07442646654439183	Retention
704	704	705	15808657	AP Mordvinova	659	Germany	Male	36	2	76190.48	2	1	1	149066.14	0	0	0.08848247174575351	Retention
705	705	706	15580184	AP Welch	750	Germany	Male	40	5	168286.81	3	1	0	20451.99	1	1	0.6605102370446425	Churn
706	706	707	15776267	AP Kent	626	Germany	Male	35	4	88109.81	1	1	1	32825.5	0	0	0.13925341657781332	Retention
707	707	708	15773845	AP Campbell	620	France	Male	42	4	0.0	2	1	0	6232.31	0	0	0.20101364010773812	Retention
708	708	709	15649459	AP Cooper	580	France	Female	35	8	0.0	2	0	1	10357.03	0	0	0.0822461318137413	Retention
709	709	710	15734922	AP Mazzi	686	France	Female	34	3	123971.51	2	1	0	147794.63	0	0	0.15914585099815381	Retention
710	710	711	15722584	AP Fisher	540	France	Male	48	0	148116.48	1	0	0	116973.48	0	0	0.4531000133363473	Retention
711	711	712	15650324	AP Summers	634	Germany	Male	35	6	116269.01	1	1	0	129964.94	0	0	0.26778025619273466	Retention
712	712	713	15629484	AP Brady	632	Spain	Male	38	1	120599.21	1	1	0	92816.86	0	0	0.17056210357750745	Retention
713	713	714	15716200	AP Nicholls	501	France	Female	41	3	144260.5	1	1	0	172114.67	0	0	0.3082963968115906	Retention
714	714	715	15807645	AP Yuan	650	Spain	Female	25	3	86605.5	3	1	0	16649.31	1	1	0.5614015107217479	Churn
715	715	716	15579013	AP Robinson	786	France	Male	34	9	0.0	2	1	0	144517.19	0	0	0.08504340393543183	Retention
716	716	717	15677405	AP Golubov	554	Germany	Female	37	4	58629.97	1	0	0	182038.6	0	0	0.25948569352942963	Retention
717	717	718	15804108	AP Chen	701	Spain	Female	42	5	0.0	2	0	0	24210.56	0	0	0.27836479316568846	Retention
718	718	719	15696895	AP Oldham	474	France	Male	45	10	0.0	2	0	0	172175.9	0	0	0.270880064922875	Retention
719	719	720	15653816	AP Kambinachi	621	France	Female	43	5	0.0	1	1	1	47578.45	0	0	0.20834973026417786	Retention
720	720	721	15721694	AP Fleming	672	Spain	Female	56	2	209767.31	2	1	1	150694.42	1	0	0.35120635831651614	Retention
721	721	722	15578797	AP Cunningham	459	Spain	Female	42	6	129634.25	2	1	1	177683.02	1	0	0.22309016276460228	Retention
722	722	723	15736915	AP Obinna	669	France	Male	23	1	0.0	2	0	0	66088.83	0	0	0.0783361577324979	Retention
723	723	724	15572009	AP Chinwemma	776	France	Female	38	2	169824.46	1	1	0	169291.7	0	0	0.22670836204326836	Retention
724	724	725	15626778	AP Carpenter	694	France	Male	36	3	97530.25	1	1	1	117140.41	0	0	0.08701604979924309	Retention
725	725	726	15672728	AP Yin	787	France	Female	42	10	145988.65	2	1	1	79510.37	0	0	0.19006437618525598	Retention
726	726	727	15673606	AP Olsen	580	France	Male	37	9	0.0	2	0	1	77108.66	0	0	0.06642331582653316	Retention
727	727	728	15767468	AP Ts'ai	711	France	Female	25	7	0.0	3	1	1	9679.28	0	0	0.3215618948632747	Retention
728	728	729	15654274	AP Jen	673	France	Female	40	5	137494.28	1	1	0	81753.92	0	0	0.22208834456681906	Retention
729	729	730	15612561	AP Preston	499	France	Female	57	1	0.0	1	0	0	131372.38	1	1	0.5425000400058282	Churn
730	730	731	15812786	AP Ozioma	591	France	Male	24	6	147360.0	1	1	1	25310.82	0	0	0.07974651754564482	Retention
731	731	732	15790793	AP Cody	769	France	Female	25	10	0.0	2	0	0	187925.75	0	0	0.12414693962720463	Retention
732	732	733	15723909	AP Ponomarev	657	Spain	Male	31	3	125167.02	1	0	0	98820.39	0	0	0.15126105360619785	Retention
733	733	734	15744643	AP Martin	738	Germany	Male	43	9	121152.05	2	1	0	64166.7	1	0	0.3554544767792733	Retention
734	734	735	15613002	AP Milani	545	Germany	Female	60	7	128981.07	1	0	1	176924.21	1	0	0.409749715296511	Retention
735	735	736	15784245	AP Tang	497	France	Male	47	6	0.0	1	1	1	90055.08	0	0	0.21407905155299808	Retention
736	736	737	15794314	AP Romani	816	Spain	Male	67	6	151858.98	1	1	1	72814.31	0	0	0.18040181588928392	Retention
737	737	738	15766777	AP McIntyre	525	France	Male	36	2	114628.4	1	0	1	168290.06	0	0	0.09372243683300577	Retention
738	738	739	15661072	AP Davis	725	France	Male	46	6	0.0	2	1	0	161767.38	0	0	0.3047008058859079	Retention
739	739	740	15705675	AP Onyemauchechukwu	692	France	Female	28	8	95059.02	2	1	0	44420.18	0	0	0.14553448037111164	Retention
740	740	741	15637450	AP Gell	618	France	Female	24	7	128736.39	1	0	1	37147.61	0	0	0.11221630333271541	Retention
741	741	742	15716871	AP Rossi	546	France	Male	24	8	156325.38	1	1	1	125381.02	0	0	0.07812401225289652	Retention
742	742	743	15696267	AP Chiwetelu	635	France	Male	29	7	105405.97	1	1	1	149853.89	0	0	0.08141771496466359	Retention
743	743	744	15641711	AP Kirillova	611	France	Female	49	2	88915.37	3	0	0	161435.02	1	1	0.748675226969133	Churn
744	744	745	15670791	AP Shaw	650	France	Male	60	8	0.0	2	1	1	102925.76	0	0	0.13246299853848062	Retention
745	745	746	15640095	AP Smith	606	France	Male	40	5	0.0	2	1	1	70899.27	0	0	0.0844906991159643	Retention
746	746	747	15787655	AP Hsieh	844	France	Male	18	2	160980.03	1	0	0	145936.28	0	0	0.1309242540656614	Retention
747	747	748	15587571	AP Onyemauchechukwu	450	Spain	Female	46	5	177619.71	1	1	0	54227.06	0	0	0.49284614566130364	Retention
748	748	749	15813070	AP Martin	727	Spain	Male	38	2	62276.99	1	1	1	59280.79	0	0	0.09675601409439649	Retention
749	749	750	15698875	AP Okwudilichukwu	460	Germany	Male	46	4	127559.97	2	1	1	126952.5	0	0	0.2555621986926937	Retention
750	750	751	15790350	AP Onuoha	649	France	Male	41	0	0.0	2	0	1	130567.02	0	0	0.12201981173604004	Retention
751	751	752	15634281	AP Muecke	758	Germany	Female	47	9	95523.16	1	1	0	73294.48	0	1	0.5657022519931653	Churn
752	752	753	15677341	AP Hsieh	490	France	Female	35	7	107749.03	1	1	1	3937.37	0	0	0.11924781002248803	Retention
753	753	754	15661562	AP Anderson	815	Germany	Male	37	2	110777.26	2	1	0	2383.59	0	0	0.21557021333652443	Retention
754	754	755	15686033	AP Azubuike	838	Spain	Female	39	5	166733.92	2	1	0	14279.44	0	0	0.20346167799347942	Retention
755	755	756	15660137	AP Nnonso	803	France	Male	31	9	157120.86	2	1	0	141300.53	0	0	0.10362373515268654	Retention
756	756	757	15638015	AP Fuller	664	Germany	Female	36	2	127160.78	2	1	0	78140.75	0	0	0.2571402239034162	Retention
757	757	758	15815400	AP Ashley	736	Spain	Female	28	2	0.0	2	1	1	117431.1	0	0	0.07123790350653665	Retention
758	758	759	15647135	AP Ts'ui	633	France	Female	37	9	156091.97	1	1	0	72008.61	0	0	0.18436702727116874	Retention
759	759	760	15625980	AP Buccho	664	France	Male	58	5	98668.18	1	1	1	60887.58	0	0	0.21393681514378105	Retention
760	760	761	15583248	AP Chidozie	600	France	Female	43	5	134022.06	1	1	0	194764.83	0	0	0.37744987807710645	Retention
761	761	762	15582777	AP Maclean	693	France	Female	35	5	124151.09	1	1	0	88705.14	1	0	0.18335731015621906	Retention
762	762	763	15637912	AP Burns	663	Germany	Female	36	6	77253.5	1	0	0	35817.97	1	0	0.2746191941611947	Retention
763	763	764	15622786	AP Chu	742	Germany	Female	21	1	114292.48	1	1	0	31520.4	0	0	0.30877289211102626	Retention
764	764	765	15672092	AP Kenenna	710	Germany	Male	43	2	140080.32	3	1	1	157908.19	1	1	0.7061828263614828	Churn
765	765	766	15812387	AP Beluchi	710	Spain	Female	27	2	135277.96	1	1	0	142200.15	0	0	0.20797436527611066	Retention
766	766	767	15810900	AP Williamson	700	France	Female	82	2	0.0	2	0	1	182055.36	0	0	0.14501571861222018	Retention
767	767	768	15677957	AP Bobrov	720	Germany	Male	60	9	115920.62	2	0	0	157552.08	1	1	0.5139432024872186	Churn
768	768	769	15724332	AP Kerr	684	Spain	Male	41	2	119782.72	2	0	0	120284.67	0	0	0.22301783191193503	Retention
769	769	770	15685365	AP McKenzie	531	France	Female	63	1	114715.71	1	0	1	24506.95	1	0	0.2355420216760237	Retention
770	770	771	15584127	AP Pitts	742	Germany	Female	36	2	129748.54	2	0	0	47271.61	1	0	0.2619475396927697	Retention
771	771	772	15640478	AP Standish	717	France	Male	31	4	129722.57	1	0	0	41176.6	0	0	0.1275266491214693	Retention
772	772	773	15639350	AP Cartwright	589	France	Male	32	2	0.0	2	0	1	9468.64	0	0	0.05902607763429413	Retention
773	773	774	15685356	AP Johnstone	767	France	Male	36	3	139180.2	1	0	0	123880.19	0	0	0.13697131764574583	Retention
774	774	775	15789194	AP Nikitina	636	Germany	Male	49	6	113599.74	2	1	0	158887.09	1	0	0.4797216358567088	Retention
775	775	776	15752173	AP McElroy	648	France	Male	33	7	134944.0	1	1	1	117036.38	0	0	0.08064343452235642	Retention
776	776	777	15712587	AP Shen	622	Germany	Female	58	7	116922.25	1	1	0	120415.61	1	1	0.6068836887670039	Churn
777	777	778	15628972	AP Archer	692	Spain	Male	28	9	118945.09	1	0	0	16064.25	1	0	0.15779775461080855	Retention
778	778	779	15797263	AP Otutodilinna	754	France	Male	28	8	0.0	2	1	1	52615.62	0	0	0.051087827795769265	Retention
779	779	780	15770010	AP Shih	679	Spain	Female	35	8	119182.73	1	0	0	121210.09	0	0	0.2063658637849331	Retention
780	780	781	15737087	AP Denisov	639	France	Male	27	8	0.0	2	1	0	192247.35	0	0	0.08208544492929817	Retention
781	781	782	15585631	AP Owens	774	France	Female	28	1	71264.02	2	0	1	68759.57	0	0	0.08181016350472932	Retention
782	782	783	15654096	AP P'eng	517	France	Male	41	2	0.0	2	0	1	75937.47	0	0	0.11876177160602064	Retention
783	783	784	15745232	AP Verco	571	France	Female	35	8	0.0	2	0	0	84569.13	0	0	0.12900457840643678	Retention
784	784	785	15571257	AP Bergamaschi	747	Germany	Male	58	7	116313.57	1	1	1	190696.35	1	0	0.34232722792600706	Retention
785	785	786	15660191	AP Lorenzo	792	Spain	Male	36	5	92140.15	1	0	1	67468.67	0	0	0.08924908386698636	Retention
786	786	787	15605320	AP Outtrim	688	France	Male	26	1	0.0	2	1	1	104435.94	0	0	0.051539478979684465	Retention
787	787	788	15694402	AP Hou	714	Germany	Male	42	2	177640.09	1	0	1	47166.55	0	0	0.30408097445305676	Retention
788	788	789	15600775	AP Galkin	562	Spain	Female	35	0	0.0	2	1	0	119899.52	0	0	0.14250046109952216	Retention
789	789	790	15653289	AP Pagnotto	704	Spain	Male	48	8	167997.6	1	1	1	173498.45	0	0	0.2207723363598994	Retention
790	790	791	15763467	AP Echezonachukwu	698	France	Male	36	2	82275.35	2	1	1	93249.26	0	0	0.0703889510958679	Retention
791	791	792	15643732	AP Young	611	France	Male	49	3	0.0	2	1	1	142917.54	0	0	0.14411979592374488	Retention
792	792	793	15707509	AP Summers	850	Germany	Female	48	6	111962.99	1	1	0	111755.8	0	1	0.587284462470191	Churn
793	793	794	15769540	AP Munro	743	Germany	Female	34	1	131736.88	1	1	1	108543.21	0	0	0.19723009408493666	Retention
794	794	795	15776843	AP Brennan	654	France	Male	29	1	0.0	1	1	0	180345.44	0	0	0.13120936997897079	Retention
795	795	796	15686906	AP Ball	761	Germany	Male	36	8	108239.11	2	0	0	99444.02	0	0	0.2055607483731143	Retention
796	796	797	15668783	AP Virgo	702	France	Female	46	9	98444.19	1	0	1	109563.28	0	0	0.25041710667690154	Retention
797	797	798	15766944	AP Trevisani	488	Germany	Male	32	3	114540.38	1	1	0	92568.07	0	0	0.2557164946572373	Retention
798	798	799	15570170	AP Padovano	683	France	Female	35	6	187530.66	2	1	1	37976.36	0	0	0.142098036461207	Retention
799	799	800	15567403	AP Tao	601	Germany	Female	42	9	133636.16	1	0	1	103315.74	0	0	0.36569112526705105	Retention
800	800	801	15747578	AP Perez	605	France	Male	52	7	0.0	2	1	1	173952.5	0	0	0.13936769656343875	Retention
801	801	802	15762274	AP Fraser	671	Germany	Female	44	0	84745.03	2	0	1	34673.98	0	0	0.27236803324411285	Retention
802	802	803	15681590	AP Alley	614	Germany	Female	31	7	120599.38	2	1	1	46163.44	0	0	0.15663070169298948	Retention
803	803	804	15712861	AP Howells	511	Spain	Female	29	9	0.0	2	0	1	140676.98	0	0	0.07471869781480246	Retention
804	804	805	15640316	AP Cameron	850	France	Male	39	4	127771.35	2	0	1	151738.54	0	0	0.09201033157590766	Retention
805	805	806	15756062	AP Hooper	790	Spain	Female	46	9	0.0	1	0	0	14679.81	1	0	0.4825020334015464	Retention
806	806	807	15613355	AP Rice	793	France	Female	33	0	0.0	1	0	0	175544.02	0	0	0.20465701092159105	Retention
807	807	808	15798942	AP Cox	628	France	Male	69	5	0.0	2	1	1	181964.6	0	0	0.11962182786253743	Retention
808	808	809	15708953	AP Martin	598	Germany	Male	53	10	167772.96	1	1	1	136886.86	0	0	0.3224116793107356	Retention
809	809	810	15778499	AP Ikenna	657	France	Female	37	6	95845.6	1	1	0	122218.23	0	0	0.1877007854106387	Retention
810	810	811	15699466	AP Davide	618	France	Female	35	10	0.0	2	1	0	180439.75	0	0	0.13446491680703918	Retention
811	811	812	15650028	AP Alexander	681	Spain	Male	65	7	134714.7	2	0	1	190419.81	0	0	0.1615914980772873	Retention
812	812	813	15579016	AP Piazza	516	Spain	Female	33	3	0.0	2	1	1	58685.59	0	0	0.0733187623255722	Retention
813	813	814	15775342	AP Ni	421	Germany	Male	28	8	122384.22	3	1	1	89017.38	1	1	0.5810093616340093	Churn
814	814	815	15641691	AP Black	700	France	Female	26	2	0.0	2	0	0	50051.42	0	0	0.12345067378913567	Retention
815	815	816	15619744	AP Harker	745	France	Male	25	5	157993.15	2	1	0	146041.45	0	0	0.1041938844805993	Retention
816	816	817	15734601	AP Hughes	696	France	Male	29	8	0.0	2	1	0	191166.09	0	0	0.08361107687985779	Retention
817	817	818	15806474	AP Chiabuotu	580	Germany	Female	42	2	123331.36	1	0	0	103516.08	1	0	0.4608506443379809	Retention
818	818	819	15592005	AP Kuo	497	Spain	Male	27	9	75263.16	1	1	1	164825.04	0	0	0.07937216314634778	Retention
819	819	820	15747843	AP Gallagher	720	France	Female	43	6	137824.03	2	1	0	172557.77	0	0	0.31968012939753093	Retention
820	820	821	15596975	AP Calabresi	659	Germany	Male	36	4	132578.92	2	1	0	84320.94	0	0	0.20504484787022098	Retention
821	821	822	15716191	AP Shaw	841	France	Female	36	5	156021.31	1	0	0	122662.98	0	0	0.18305611163659807	Retention
822	822	823	15765347	AP Zhirov	642	Spain	Male	34	8	0.0	1	1	0	72085.1	0	0	0.15026888363512803	Retention
823	823	824	15757847	AP Lloyd	732	Spain	Female	69	9	137453.43	1	0	1	110932.24	1	0	0.19794509575539382	Retention
824	824	825	15603866	AP Palmer	600	Spain	Male	36	4	0.0	2	1	0	143635.36	0	0	0.09934443920914149	Retention
825	825	826	15660638	AP Ch'eng	464	Germany	Male	33	8	164284.72	2	1	1	3710.34	0	0	0.1098185503977831	Retention
826	826	827	15660571	AP Avent	680	France	Female	47	5	0.0	2	1	1	179843.33	0	0	0.1674774139512574	Retention
827	827	828	15666669	AP Huang	758	Spain	Male	56	1	0.0	2	1	1	10643.38	0	0	0.14138454333102532	Retention
828	828	829	15596950	AP Shaw	630	Germany	Female	31	2	112373.49	2	1	1	131167.98	0	0	0.15267863181386795	Retention
829	829	830	15639824	AP Yuan	577	France	Female	39	10	0.0	2	1	0	10553.31	0	0	0.1464877285825637	Retention
830	830	831	15695882	AP Hawkins	684	France	Female	34	6	0.0	2	1	1	130928.22	0	0	0.07316216310635185	Retention
831	831	832	15726270	AP Trentini	708	Spain	Female	41	5	0.0	1	0	1	157003.99	0	0	0.19064124204645577	Retention
832	832	833	15798000	AP Cameron	732	Germany	Female	29	1	154333.82	1	1	1	138527.56	0	0	0.17414400907329608	Retention
833	833	834	15625917	AP Koehler	634	Germany	Male	37	3	111432.77	2	1	1	167032.49	0	0	0.12837851421387797	Retention
834	834	835	15780664	AP Wu	633	France	Female	30	6	0.0	2	0	0	41642.29	0	0	0.12038906202257424	Retention
835	835	836	15575919	AP Manna	559	France	Male	34	2	137390.11	2	1	0	9677.0	0	0	0.10782785545151591	Retention
836	836	837	15585072	AP Okoli	694	Spain	Female	37	3	0.0	2	1	1	147012.22	0	0	0.07873633794517688	Retention
837	837	838	15589524	AP Ch'eng	686	Germany	Female	56	5	111642.08	1	1	1	80553.87	0	0	0.38692125281613376	Retention
838	838	839	15585924	AP Nwokezuike	553	Spain	Female	48	3	0.0	1	0	1	30730.95	1	0	0.21719027739662675	Retention
839	839	840	15727951	AP Artemiev	507	France	Male	36	4	83543.37	1	0	0	140134.43	0	0	0.13885092566341736	Retention
840	840	841	15707603	AP Esposito	732	Germany	Male	50	6	145338.76	1	0	0	91936.1	1	1	0.5872245383617345	Churn
841	841	842	15737828	AP Abbie	818	France	Female	31	1	186796.37	1	0	0	178252.63	0	0	0.22725428022801594	Retention
842	842	843	15599469	AP Fanucci	660	Germany	Male	35	8	58641.43	1	0	1	198674.08	0	0	0.13491167649084707	Retention
843	843	844	15672048	AP Jen	773	Spain	Female	41	5	0.0	1	1	0	28266.9	1	0	0.31329834915694116	Retention
844	844	845	15807019	AP Moss	640	France	Male	44	3	137148.68	1	1	0	92381.01	0	0	0.3869644812906741	Retention
845	845	846	15592258	AP Lo	505	France	Male	49	7	80001.23	1	0	0	135180.11	0	0	0.45820281184634654	Retention
846	846	847	15609004	AP Averyanov	714	Germany	Male	21	6	86402.52	2	0	0	27330.59	0	0	0.14934127494527222	Retention
847	847	848	15586995	AP Unaipon	468	France	Female	42	5	0.0	2	1	0	125305.34	0	0	0.24563257905070898	Retention
848	848	849	15646594	AP Clamp	611	Spain	Male	51	1	122874.74	1	1	1	149648.45	0	0	0.2186304381321478	Retention
849	849	850	15725847	AP Lim	705	France	Male	25	0	97544.29	1	0	1	59887.15	0	0	0.07964541851835363	Retention
850	850	851	15572301	AP Wu	646	Germany	Male	46	1	170826.55	2	1	0	45041.32	0	0	0.4241617580870849	Retention
851	851	852	15794084	AP Wan	667	Germany	Female	48	1	97133.92	2	0	0	113316.77	1	1	0.501852291137023	Churn
852	852	853	15677646	AP Chambers	511	Germany	Female	41	8	153895.65	1	1	1	39087.42	0	0	0.30914971960850407	Retention
853	853	854	15745048	AP Pettit	653	France	Female	43	6	0.0	2	1	1	7330.59	0	0	0.15691707670785465	Retention
854	854	855	15601625	AP Baresi	675	France	Female	57	8	0.0	2	0	1	95463.29	0	0	0.1720082360184218	Retention
855	855	856	15686472	AP Newbery	523	Spain	Male	32	4	0.0	2	1	0	167848.02	0	0	0.09800241286901	Retention
856	856	857	15693900	AP Iheanacho	567	Germany	Female	49	5	134956.02	1	1	0	93953.84	1	1	0.5925351275897033	Churn
857	857	858	15760586	AP Duncan	741	Spain	Male	39	7	143637.58	2	0	1	174227.66	0	0	0.08598595726232704	Retention
858	858	859	15686173	AP Barry	456	Spain	Male	32	9	147506.25	1	1	1	135399.21	0	0	0.09181166308049786	Retention
859	859	860	15809123	AP Landry	598	France	Male	64	1	0.0	2	1	0	195635.3	1	0	0.3895896384509772	Retention
860	860	861	15807699	AP McGregor	667	France	Male	43	8	190227.46	1	1	0	97508.04	1	0	0.3439773599061504	Retention
861	861	862	15809136	AP Nucci	548	France	Female	32	2	172448.77	1	1	0	188083.77	1	0	0.2090104434632994	Retention
862	862	863	15794952	AP Pirogov	725	France	Male	41	7	113980.21	1	1	1	116704.25	0	0	0.16357874829279362	Retention
863	863	864	15614251	AP Oguejiofor	717	France	Male	53	6	0.0	2	0	1	97614.87	0	0	0.15249468429418295	Retention
864	864	865	15805485	AP Ugochukwu	594	France	Male	38	4	0.0	2	0	0	186884.04	0	0	0.09619772973963361	Retention
865	865	866	15687019	AP Rohu	678	Germany	Female	25	10	76968.12	2	0	1	131501.72	0	0	0.11627105773921481	Retention
866	866	867	15808053	AP Cary	545	France	Male	38	1	88293.13	2	1	1	24302.95	0	0	0.07546023061313037	Retention
867	867	868	15756840	AP O'Loghlen	636	France	Female	48	1	170833.46	1	1	0	110510.28	1	0	0.49534624216428197	Retention
868	868	869	15646846	AP Quinn	603	Germany	Male	44	6	108122.39	2	1	0	108488.33	1	0	0.422564684586809	Retention
869	869	870	15710460	AP Page	435	France	Male	36	4	0.0	1	1	1	197015.2	0	0	0.1075502084116923	Retention
870	870	871	15799458	AP Evans	535	France	Female	40	8	0.0	1	1	1	27689.77	0	0	0.1535327952703146	Retention
871	871	872	15692786	AP McGregor	629	Germany	Female	45	7	129818.39	3	1	0	9217.55	1	1	0.783661232955979	Churn
872	872	873	15794585	AP Andrews	722	France	Female	35	2	163943.89	2	1	1	15068.18	0	0	0.10394392853838257	Retention
873	873	874	15803800	AP Stanley	561	France	Male	28	7	0.0	2	1	0	7797.01	0	0	0.07693594271497363	Retention
874	874	875	15674876	AP Chiazagomekpere	645	France	Female	38	5	101430.3	2	0	1	4400.32	0	0	0.10578707149009964	Retention
875	875	876	15653798	AP Chidiebele	501	France	Female	39	9	117301.66	1	0	0	182025.95	0	0	0.20757053738876896	Retention
876	876	877	15581265	AP Gregory	502	Germany	Female	32	1	173340.83	1	0	1	122763.95	0	0	0.18767427978950615	Retention
877	877	878	15800264	AP Bednall	652	Spain	Female	42	4	0.0	2	1	1	38152.01	0	0	0.1583503251141521	Retention
878	878	879	15656369	AP Jen	574	France	Female	33	3	134348.57	1	1	0	63163.99	0	0	0.17554221584119287	Retention
879	879	880	15697533	AP She	518	France	Female	45	9	105525.65	2	1	1	73418.29	0	0	0.2010224813997789	Retention
880	880	881	15585398	AP Simmons	749	France	Female	60	6	0.0	1	1	0	17978.68	1	1	0.5324249528628524	Churn
881	881	882	15571964	AP Fraser	679	France	Female	43	4	0.0	3	1	0	115136.51	1	1	0.6180331273732176	Churn
882	882	883	15785555	AP May	565	France	Male	36	6	106192.1	1	1	0	149575.59	0	0	0.13479643961529253	Retention
883	883	884	15743043	AP Seabrook	643	France	Female	45	4	45144.43	1	1	0	60917.24	1	0	0.44639308822999846	Retention
884	884	885	15777247	AP Herrera	515	France	Male	65	7	92113.61	1	1	1	142548.33	0	0	0.17399559560409827	Retention
885	885	886	15721971	AP Kincaid	521	France	Male	25	7	0.0	2	1	1	157878.67	0	0	0.050840724729475074	Retention
886	886	887	15591747	AP Sleeman	739	Spain	Male	38	0	128366.44	1	1	0	12796.43	0	0	0.17473419464110557	Retention
887	887	888	15625057	AP Hung	585	France	Male	42	2	0.0	2	1	1	18657.77	0	0	0.13400528212458426	Retention
